mpn,manufacturer,lifecycle,lifecycle_class,seller,authorized,quantity,unit_price,currency,price_qty,price_break_count,retrieved_at,authorized_stock,authorized_offers,broker_stock,median_price,price_ratio,seller_obsolete_share,flags
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lingto Electronic Ltd.,False,37598,10.29,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.687,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lingto Electronic Ltd.,False,33921,38.38,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.088,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,"Fmall Co., Limited",False,29750,8.675,USD,1,4,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.632,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Axis Part Limited,False,28912,17.17,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.25,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Axis Part Limited,False,27404,18.72,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.251,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Antdic Electronics,False,26539,23.104,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.555,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lingto Electronic Ltd.,False,26485,50.59,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.215,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ICPartonline,False,22232,7.6342,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.51,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Axis Part Limited,False,20975,44.06,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.058,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lingto Electronic Ltd.,False,16908,14.35,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.045,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ICPartonline,False,16692,6.9426,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.505,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,"Fmall Co., Limited",False,16080,14.4931,USD,1,4,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.968,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Axis Part Limited,False,14536,17.17,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.25,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lixinc,False,14473,15.78,USD,1,2,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.054,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lixinc,False,11336,41.81,USD,1,2,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.004,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lingto Electronic Ltd.,False,11321,13.22,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.883,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Worldway Electronics,False,9952,12.88,USD,7,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.545,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,SHENGYU ELECTRONICS,False,9705,28.7485,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.815,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,"Fmall Co., Limited",False,9580,32.7211,USD,1,4,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.786,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ICPartonline,False,8772,23.104,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.555,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Rochester Electronics,True,7972,12.09,USD,25,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.88,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,7900,11.6825,USD,6,6,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.78,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Lixinc,False,7812,31.72,USD,1,2,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.899,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,SHENGYU ELECTRONICS,False,7071,30.6274,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.735,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,6498,15.1125,USD,25,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.1,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ODG (Origin Data Global),False,5915,24.7006,USD,2,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.7,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,SHENGYU ELECTRONICS,False,5911,26.9522,USD,1,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.14,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,5096,22.81334,USD,1,4,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.965,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ODG (Origin Data Global),False,3663,14.5958,USD,4,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.975,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ODG (Origin Data Global),False,3663,14.5958,USD,4,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.975,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ODG (Origin Data Global),False,3617,20.2096,USD,3,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.855,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,IC Components Ltd.,False,3443,62.5996,USD,1,1,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,2.647,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,IC Components Ltd.,False,3431,37.9644,USD,1,1,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.076,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,YIC International,False,3343,62.5994,USD,1,1,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,2.647,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,3000,17.4298,USD,1,3,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.164,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Arrow Electronics,True,3000,17.3309,USD,1,3,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.158,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Ansinor,False,2820,16.00751,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.069,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Bettlink,False,2700,38.9373,USD,1,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.646,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,IC Components Ltd.,False,2695,9.11,USD,1,4,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.609,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ZTZ Technology Limited,False,2681,6.943,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.505,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,2680,52.04,USD,1,7,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.25,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,2369,5.822,USD,2,1,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.389,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Weyland Electronics Group Pte. Ltd.,False,2201,52.336,USD,1,1,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,2.213,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,2201,49.8642,USD,2,6,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,2.108,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Component Stockers USA,False,2077,23.22,USD,1,3,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.658,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Ansinor,False,2022,41.12257,USD,1,5,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.88,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,RC Electronics,False,1867,9.92,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.722,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,1846,4.747,USD,2,1,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.346,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Bettlink,False,1800,16.65356,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.212,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Newark,True,1763,43.43,USD,1,7,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.231,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,IC Components Ltd.,False,1676,83.5,USD,1,4,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.787,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Ansinor,False,1656,52.00404,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.474,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,YIC International,False,1638,37.8887,USD,1,1,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.074,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ODG (Origin Data Global),False,1604,33.6826,USD,2,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.809,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Epart123,False,1600,92.5,USD,200,2,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,2.221,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,YIC International,False,1576,83.1171,USD,1,4,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.779,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Ansinor,False,1505,40.42273,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.971,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Bettlink,False,1500,45.9511,USD,1,5,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.983,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Cytech Systems,False,1260,65.748,USD,1,5,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.407,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,DigiKey,True,1254,22.34,USD,1,6,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.492,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Mouser,True,1250,20.49,USD,1,6,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.492,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,1250,21.3172,USD,4,6,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.552,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Cytech Systems,False,1250,12.912,USD,1,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.94,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Cytech Systems,False,1250,25.452,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.7,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Mouser,True,1227,22.34,USD,1,6,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.492,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,1200,105.6819,USD,1,4,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,2.538,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Anlinkda,False,1200,21.602,USD,1,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.913,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,1128,77.102,USD,1,4,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.851,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,1112,10.9648,USD,1,3,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.798,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Bettlink,False,1100,49.29078,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.397,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Bettlink,False,1000,18.08804,USD,1,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.208,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,XingHuan International,False,1000,19.175,USD,1,1,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.544,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Chipsmall Limited,False,1000,33.864,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.96,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Bettlink,False,1000,45.1691,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.085,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ALLICDATA ELECTRONICS,False,1000,13.42,USD,1,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.567,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,DigiKey,True,980,20.49,USD,1,6,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.492,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,RC Electronics,False,967,31.823,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.902,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Hi-Tech Circuit Group Ltd.,False,965,8.27,USD,100,3,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.552,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Win Source,False,900,66.4748,USD,1,6,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.884,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,RC Electronics,False,872,35.277,USD,1,5,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,1.002,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ODG (Origin Data Global),False,858,67.3653,USD,1,5,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,1.913,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,833,15.1125,USD,25,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.1,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,RC Electronics,False,816,36.762,USD,1,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.554,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Fly-Wing Technology,False,809,199.63775,USD,1,2,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,5.659,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Weyland Electronics Group Pte. Ltd.,False,800,53.832,USD,1,1,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.293,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Vigor Components,False,799,14.36,USD,1,1,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.045,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Chipsmall Limited,False,780,56.2836,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.351,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,720,23.197,USD,1,1,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.981,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Arrow Electronics,True,720,23.0653,USD,1,1,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.975,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Component Search,False,630,50.0,USD,1,1,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,1.07,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Anlinkda,False,610,29.834,USD,1,5,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.638,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,598,15.1125,USD,25,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.1,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Component Stockers USA,False,566,12.59,USD,1,4,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.841,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Vigor Components,False,564,31.72,USD,1,1,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.899,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,551,15.3439,USD,45,3,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.025,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,XingHuan International,False,544,7.175,USD,1,1,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.522,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Quest,False,504,32.0824,USD,1,7,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.687,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,RC Electronics,False,480,41.646,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.0,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Classic Components,False,459,26.52,USD,100,3,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,0.752,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Arrow Electronics,True,450,36.6952,USD,1,4,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.04,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,450,36.6952,USD,1,4,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.04,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Rochester Electronics,True,432,12.09,USD,25,5,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,0.88,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,RC Electronics,False,415,29.42,USD,1,5,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.63,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Microchip USA,False,373,32.816,USD,50,4,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,0.932,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Component Stockers USA,False,367,29.93,USD,1,3,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.719,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,360,25.792,USD,1,5,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.091,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Arrow Electronics,True,359,37.2254,USD,1,2,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.055,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,359,37.04,USD,1,3,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.05,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,XingHuan International,False,333,28.925,USD,1,1,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.619,,
DSP56F805FV80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,XingHuan International,False,313,21.275,USD,1,1,2026-08-31T20:44:31+00:00,0,1,169418,35.2235,0.604,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,XingHuan International,False,302,25.275,USD,1,1,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,0.607,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Esaler Electronic,False,300,33.157,USD,1,5,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,1.323,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,ODG (Origin Data Global),False,270,17.9641,USD,3,5,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,0.717,,
DSP56F801FA60E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Microchip USA,False,266,13.736,USD,150,3,2026-08-31T20:44:27+00:00,20549,11,175207,13.736,1.0,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Arrow Electronics,True,230,37.5116,USD,1,3,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.063,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,230,37.7257,USD,1,3,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.069,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Rochester Electronics,True,224,13.29,USD,25,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,0.888,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Verical,True,224,16.6125,USD,25,5,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.11,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Microchip USA,False,204,15.04,USD,150,3,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,0.636,,
DSP56F807PY80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Cytech Systems,False,200,57.48,USD,1,5,2026-08-31T20:44:32+00:00,2813,4,182053,41.646,1.38,,
DSP56F801FA80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Vigor Components,False,190,15.78,USD,1,1,2026-08-31T20:44:28+00:00,11913,10,251970,14.9699,1.054,,
DSP56F827FG80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Hi-Tech Circuit Group Ltd.,False,179,23.65,USD,100,3,2026-08-31T20:44:36+00:00,1546,4,379548,23.65,1.0,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Jak Electronics,False,177,54.7509,USD,1,5,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,1.552,,
MC68331CAG20,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Microchip USA,False,159,28.084664,USD,50,4,2026-08-31T20:44:38+00:00,74,3,260990,25.0705,1.12,,
DSP56F807VF80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Microchip USA,False,152,38.008,USD,50,4,2026-08-31T20:44:33+00:00,252,3,247913,46.7305,0.813,,
DSP56F803BU80E,NXP Semiconductors,Obsolete (Last Updated: 3 weeks ago),OBSOLETE,Microchip USA,False,136,150.0,USD,20,4,2026-08-31T20:44:29+00:00,3841,7,254205,35.2796,4.252,,
